Local Authority Name	Electorate	Number of Votes	Yes	No	Rejected Papers 	Estimated population (2013)	Estimated Males (2013)	Estimated Females (2013)	Area (square km)	Population density	Council expenditure per capita (£)	Total Population SAPE 2010	Best-fit Working Age Population	Overall SIMD 2012 Score	Overall SIMD 2012 Rank	Income domain 2012 rate	Number of Income Deprived People 2012	Income domain 2012 rank	Employment domain 2012 rate	Number of Employment Deprived People 2012	Employment domain 2012 rank	Health domain 2012 score	Health domain 2012 rank	Education Skills and Training domain 2012 score	Education Skills and Training domain 2012 rank	Housing domain score	Housing domain rank	Geographic Access domain 2012 score	Geographic Access domain 2012 rank	SIMD Crime 2012 score	SIMD Crime 2012 rank	Working age people with no qualifications	People aged 16-19 not in full time education	Proportion of 17-21 year olds entering higher education 	Pupil Performance on SQA at Stage 4	School Pupil Absences 
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	756	599	24.15104389	2190	17	125	2117	15	85	2358	0.354686055	2255	0.497657847	2005	68.67627785	89	1.343197233	6216	655	1184	84.82	4	0	144	10.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	891	734	15.44940993	3512	11	95	3402	13	95	2769	0.003286247	3210	-0.324659915	4068	71.93426043	64	0.483374645	6414	186	4323	96.06	2	0	168	6.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	657	428	60.49851703	220	37	245	158	35	150	166	1.687803005	158	0.74977175	1407	37.95180723	674	2.986218875	5830	534	1674	137.56	13	0	145	8.5
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1107	836	22.26955887	2402	18	195	1941	15	120	2378	0.244560993	2539	0.198843465	2711	42.35764236	533	0.359915038	6449	525	1711	74.14	9	6.21	133	8
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	675	428	69.17314545	113	40	270	87	38	165	96	1.13148587	628	1.684237275	137	55.70776256	225	2.097400401	6056	1002	473	174.16	20	0	114	9.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	543	349	51.60672621	447	36	195	208	28	95	537	1.069864892	710	0.864767065	1162	71.92429022	65	17.20705449	3063	322	2971	179.83	21	0	88	7.4
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	998	853	15.45876241	3507	10	100	3563	9	80	3667	-0.106809951	3516	-0.374737271	4205	46.02649007	436	2.302319931	5996	1244	272	44.26	4	12.73	152	10.1
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	967	824	7.733813504	5242	6	60	4830	5	45	5307	-1.260535758	6069	-0.091139481	3417	63.83838384	148	2.289267828	5999	224	3866	59.21	9	0	158	7
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1043	615	68.07143979	123	38	390	141	32	195	283	1.763023352	120	1.757262936	106	62.43154436	158	16.40257693	3183	737	922	199.62	10	0	233	12.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1031	866	19.13163992	2890	15	155	2501	10	85	3609	0.343716539	2287	0.132188479	2868	65.43086172	126	2.245531108	6017	608	1349	95.4	3	15.6	189	10
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	950	617	50.46764335	477	25	240	948	25	155	749	1.956445659	73	1.476764078	274	47.89473684	383	15.67891204	3306	427	2213	206.59	7	0	177	10.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1166	734	71.44796305	83	37	425	175	36	265	141	2.068519805	47	1.878248363	66	48.1180061	381	11.56289388	4024	652	1195	237.02	23	0	97	11
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	757	502	40.06944784	917	30	230	504	24	120	940	0.87136271	1042	0.621901656	1688	37.4832664	689	0.508535344	6407	557	1576	148.07	17	7.69	144	8.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	300	231	18.19039119	3043	9	25	3886	6	15	4710	-0.359958544	4220	1.024164458	854	70.87912088	73	1.897671655	6087	1256	266	201.55	0	0	154	7.1
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1158	937	28.16779306	1752	20	235	1533	16	150	2087	0.502887216	1868	0.614336102	1708	44.7761194	465	10.2193783	4271	644	1224	133.3	7	0	289	7.8
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	777	526	56.0230772	327	31	245	406	35	185	162	1.026853255	773	1.311898035	440	45.05494505	455	4.2525739	5528	663	1159	161.16	20	0	169	10.3
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	844	589	38.36687148	999	26	215	885	18	100	1793	1.02192609	780	1.347037028	399	52.78154681	284	0.38401988	6440	575	1509	112.48	16	0	106	11
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1267	959	34.13480975	1281	20	255	1541	15	145	2204	1.170829055	566	1.128193648	672	41.82242991	549	3.178741976	5788	891	626	169.25	21	0	207	9.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	879	713	15.0141594	3614	12	105	3146	11	80	3329	-0.31522474	4090	-0.033356397	3259	65.88957055	122	0.908270375	6315	318	2995	65.47	2.5	6.42	225	8.1
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	847	661	11.52768974	4368	9	75	3856	10	65	3520	-0.68075113	5040	-0.617829997	4839	41.27481714	570	2.264263921	6010	472	1944	51.62	5	0	166	5.4
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	892	571	35.83764129	1166	26	230	858	25	145	736	0.893935424	1000	-0.119287755	3494	32.29689067	955	4.526326368	5466	330	2905	86.95	10	12.4	211	7.4
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	938	706	23.13550398	2293	20	185	1640	15	105	2314	0.345970816	2281	-0.058418603	3330	68.61755802	91	2.487430128	5950	267	3431	67.04	6	0	123	7.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	712	471	60.12646666	234	38	275	125	35	165	170	0.436440681	2031	1.591286976	203	50.69767442	322	1.338067039	6217	630	1264	181.05	19	0	237	10.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	673	582	14.63187871	3703	10	65	3733	9	50	3950	-0.585284241	4808	0.242744924	2602	62.75752773	151	0.108445485	6493	893	622	60.78	4	5.21	125	10.1
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1433	935	31.66951538	1456	17	245	2055	16	155	2058	0.669335475	1475	0.878011646	1130	67.95048143	97	33.68487677	1368	797	796	194.23	15	6.79	163	7.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	665	537	6.236652166	5622	8	50	4317	6	35	4913	-1.173330695	5946	-1.450595628	6206	40.74626866	588	0.808288854	6339	138	4924	22.96	4	8.39	170	5.3
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	950	817	10.74425437	4559	7	70	4432	8	60	4299	-1.094481312	5830	-0.31176404	4037	55.43018336	233	1.118212494	6263	812	769	62.33	7	23.4	126	8.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	0	0	15.7726379	3453	0	5	6502	0	5	6505	-1.177847693	5955	2.050348122	29	66.19915849	119	9.600920512	4399	0	6486.5	207.04	0	0	200	17.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1042	840	10.26017861	4677	9	95	3914	8	70	4082	-0.814477503	5344	-0.573844092	4715	38.71297242	646	1.009192739	6292	476	1931	42.1	7.5	10.58	164	6.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	666	556	8.976413119	4961	8	55	4132	6	30	5084	-1.167264399	5938	-0.272670356	3931	30.87121212	1049	1.344415581	6215	606	1360	68.23	5	0	154	7.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	838	563	51.92496705	432	31	260	428	34	195	198	1.342765714	381	0.511228824	1978	45.80246914	442	6.581516889	5059	433	2174	116.42	16	8.4	163	10
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	882	687	2.6147809	6417	3	25	6039	3	20	6187	-1.770458661	6424	-1.300431755	6049	33.09265945	900	2.375359859	5976	196	4175	22.74	2	10.68	186	4.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	703	544	26.81903078	1894	15	105	2482	13	70	2787	0.05083765	3073	1.448984547	298	60.92783505	168	8.174467404	4686	589	1436	210.2	13	0	146	8.5
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1019	727	4.127969912	6147	3	35	5801	4	30	5869	-0.632527814	4925	-1.857923789	6430	20.58252427	2180	1.092329714	6274	441	2122	16.26	2	24.07	174	4
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	638	359	55.16126033	347	32	205	352	31	110	355	1.408416429	323	1.195184893	580	62.57309942	155	9.948819281	4328	536	1665	170.94	13	0	178	9.8
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	766	665	8.02150073	5177	7	50	4634	6	40	4775	-1.158453731	5926	-0.432004553	4360	55.52447552	229	2.104096748	6052	292	3223	37.15	4	12.87	224	7.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	819	698	8.359491736	5107	7	55	4613	4	30	5674	-1.094558897	5831	-0.385089458	4237	49.68710889	346	1.506796556	6178	770	854	30.8	4	6.39	208	7.8
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	650	390	70.95822533	94	41	265	79	36	140	119	1.484962334	280	1.685200663	136	46.66666667	425	11.03586278	4118	818	761	219.8	18	0	183	10.4
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	669	479	14.69066318	3686	9	55	4029	11	50	3271	0.271906023	2467	-0.462071891	4448	30.12729844	1110	16.95167039	3098	277	3338	119.26	3	11.72	242	4.5
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	728	608	15.07036771	3599	11	80	3293	11	65	3318	-0.285010887	4002	0.234530907	2623	45.40540541	451	1.363879725	6206	312	3057	69.29	10	0	183	8.8
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1056	781	46.4109303	643	30	320	505	29	225	483	1.277552794	456	0.583022382	1801	35.70750237	759	0.065299902	6502	697	1038	119.56	12	0	189	8.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	545	421	53.36283998	402	30	165	490	31	130	339	1.356476548	367	1.105798372	707	67.35598227	105	2.601535789	5924	933	555	152.96	14	0	157	12.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	729	530	8.923166629	4975	11	80	3348	6	35	4738	-0.434365858	4415	-1.044854286	5743	30.42328042	1080	0.228401324	6473	126	5094	22.45	4	10.33	137	4.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	597	522	8.731549038	5015	5	30	5287	4	20	5785	-1.335927427	6157	-0.019482429	3226	65.20076482	131	1.378311322	6204	906	600	65.86	2	0	235	6.3
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	883	712	7.608571928	5269	5	50	5015	8	55	4300	-0.920409737	5541	-0.602665535	4796	41.23581337	573	2.137069798	6046	242	3678	24.64	4	0	139	6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	622	377	48.28276466	561	27	165	772	32	120	310	1.118425577	643	0.793723822	1299	75.56325823	51	12.52410593	3853	694	1049	186.03	23	9.52	125	8.5
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1042	774	6.376152012	5591	7	70	4573	5	40	5263	-0.898083905	5500	-1.292133926	6036	21.44230769	2027	6.117443956	5151	365	2624	28.4	3	15.54	138	4.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	999	737	6.040722572	5663	7	70	4416	5	35	5406	-1.007950672	5705	-0.973104899	5633	33.11688312	897	2.263954688	6011	195	4199	32.49	7	7.09	235	4.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	946	735	7.202751238	5384	6	60	4782	6	45	4902	-1.294335701	6116	-0.687268581	5033	25.05518764	1581	4.484362652	5472	511	1773	16.78	16	7.3	127	5.5
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	859	559	5.724190731	5749	5	45	5095	6	30	5021	-0.92815109	5553	-1.740043139	6380	14.88888889	3504	12.21583066	3906	242	3677	28.53	5	21.09	148	3.3
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	617	424	20.549638	2665	15	90	2485	13	55	2761	-0.007050733	3246	0.603443408	1742	32.28476821	959	16.74495552	3129	168	4533	156.93	5	0	217	7.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	722	534	10.59420035	4596	8	55	4188	8	40	4256	-0.861836382	5431	0.273060825	2531	20.62615101	2169	8.066325422	4716	170	4514	143.61	9	5.06	116	6.8
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	843	688	7.203280973	5383	6	55	4727	5	35	5373	-1.307570358	6126	-0.355352292	4159	49.43109987	353	5.382784095	5291	254	3553	35.18	2.5	0	124	6.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	846	636	53.1892172	408	30	255	513	31	195	335	1.212611284	516	1.142978761	656	67.29559748	107	0.146039469	6485	1390	205	161.15	16	0	236	10.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	993	605	11.22963094	4432	11	115	3226	9	55	3732	-0.105518716	3506	-1.163214544	5899	11.6970278	4421	2.600160933	5925	242	3680	63.8	6	23.13	118	4.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	689	496	19.61419891	2814	7	50	4498	5	25	5148	-0.383272538	4274	1.691722732	130	48.49673203	373	11.74826319	3986	422	2239	177.41	6	0	249	14.5
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1053	832	28.70094865	1708	18	185	1929	15	125	2334	0.910053948	978	0.951896147	983	30.22269353	1099	1.377235535	6205	683	1092	140.73	15	0	230	8.4
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	802	648	30.03364673	1597	20	160	1566	22	140	1199	0.496925238	1889	0.556789859	1867	42.06451613	542	0.308012041	6460	587	1445	106.52	18	5.65	131	8.1
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1105	816	1.801350813	6480	3	30	6103	3	20	6279	-1.102405493	5848	-1.723683854	6370	15.51891368	3340	0.071074129	6500	185	4332	15.77	2	9.04	155	3.5
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	836	605	33.07832358	1349	25	205	1011	20	120	1468	0.797025415	1189	0.757518248	1396	39.8241206	616	3.118157465	5802	308	3085	120.14	14	0	79	8.4
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	639	418	44.49646945	702	28	180	640	26	110	705	1.131318797	629	1.058744173	786	41.49253731	561	9.307982567	4467	388	2461	194.7	15	0	117	8.5
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	961	664	3.725426034	6240	4	45	5364	4	30	5834	-1.040640608	5753	-1.773793054	6396	17.33333333	2875	9.024770114	4523	117	5204	20.56	8	20.24	196	3
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	466	314	58.86071565	258	26	125	822	28	85	500	2.118956023	38	1.925159744	55	78.03108808	41	9.253747349	4481	917	581	201.76	17	0	117	11.5
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	967	612	38.93661692	976	24	235	1044	19	120	1551	0.983958835	848	1.143561302	654	43.62186788	498	12.01757836	3942	1119	356	177.53	28.125	11.17	199	9.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	693	457	7.35342771	5339	8	55	4140	5	25	5135	-0.4333234	4411	-1.345021019	6091	21.88679245	1961	1.00051576	6294	340	2826	22.47	2	14.49	82	5.5
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	807	585	54.9319896	355	32	260	360	30	175	400	1.106284	663	1.577307424	213	52.98913043	281	3.379955224	5728	741	913	215.24	13	0	179	10.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	516	359	5.00365948	5937	5	25	5300	6	20	4971	-1.125825654	5879	-1.362629006	6111	18.44484629	2604	8.385255546	4645	158	4676	34.55	0	7.59	247	4.8
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	971	727	3.038648463	6356	3	30	5949	4	30	5687	-1.910965069	6467	-1.264170134	6000	26.28992629	1442	2.605926712	5921	189	4281	21.52	3	10.29	246	5.3
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1028	621	60.18675543	232	36	370	203	31	195	324	1.585700353	211	1.413597112	330	44.44444444	476	6.703329903	5033	537	1657	168.69	29	0	107	11.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	735	564	17.69813139	3117	11	85	3286	13	75	2680	0.134732626	2830	0.10950108	2931	38.60759494	652	7.103639776	4929	378	2527	64.38	11	7.28	250	8.3
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	241	168	22.78401373	2332	12	30	3192	7	15	4467	-0.123829658	3561	1.260006642	501	48.77126654	365	10.92015928	4143	1736	112	179.93	5	0	214	7.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	807	522	63.21825702	181	35	285	217	31	160	354	1.579317482	219	1.736201437	112	60.51948052	173	17.79904484	2982	558	1573	222.34	18	0	224	11.4
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	738	532	11.93558012	4270	7	55	4336	8	40	4184	-0.152746102	3631	-0.166014141	3613	16.12903226	3183.5	25.69211199	2008	84	5642	135.19	7	9.59	160	4.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	750	545	48.12592634	566	26	195	835	24	130	924	1.597749846	206	1.399787974	344	64.16107383	141	9.43215058	4435	736	924	191.62	8	0	97	10.7
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	911	749	2.960961767	6370	4	35	5569	3	25	6007	-1.529044147	6308	-1.262978762	5997	25.85034014	1492	2.437481302	5957	123	5122	15.87	0	15.18	139	6.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	641	427	73.43952016	67	39	250	113	39	165	76	2.00704374	58	1.717006948	119	48.3357453	375	9.356476196	4456	474	1941	201.4	26	0	94	7.7
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	752	575	7.641929848	5261	6	45	4786	6	35	4792	-0.342896399	4169	-0.997502731	5673	35.05154639	793	8.722544395	4581	122	5143	34.7	0	7.1	159	4.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	747	616	4.309963638	6098	4	25	5728	3	15	6182	-1.745849116	6412	-1.25082393	5991	23.26530612	1766	8.381212745	4646	565	1559	20.75	6	10.29	231	5.8
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	823	585	3.228815938	6319	4	30	5655	4	20	5755	-1.175757185	5952	-2.001814707	6466	7.330567082	5463	2.344312714	5986	359	2660	27.32	0	23.08	115	3.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	890	560	66.84742642	140	35	315	220	33	185	237	1.460807848	289	2.131735221	21	72.99363057	58	9.424206026	4438	859	682	201.74	26	0	230	12.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	984	679	2.651997942	6408	3	35	5791	4	25	5924	-0.898104319	5501	-2.039667461	6473	9.879253568	4914	0.633716923	6380	229	3824	15.64	0	18.18	247	3.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1121	800	5.042359254	5926	4	45	5495	6	50	4751	-0.970424938	5639	-1.271304196	6007	8.249721293	5292	0.306976883	6461	410	2319	44.67	5	11.83	229	3.4
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1131	727	4.925651413	5955	5	50	5317	4	30	5742	-0.666799623	5011	-1.396338857	6148	11.0787172	4590	13.61285791	3661	201	4128	38.64	3	16.98	120	3.7
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1181	858	44.85770354	681	30	355	493	23	195	1034	1.370836153	355	0.930332468	1031	40.29680365	599	7.132343595	4924	592	1418	176.07	19	0	119	8.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	686	481	67.2306686	135	40	275	96	31	150	347	1.544247114	235	1.890264949	61	54.51936872	254	0.389270879	6438	1103	371	190.55	16	0	144	13.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	597	355	52.53666295	421	33	195	311	29	100	468	1.307527672	422	1.058041003	789	48.02631579	382	8.595014579	4597	607	1354	197.59	18	0	195	7.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	655	394	87.21590929	3	52	340	6	51	200	10	2.253815806	22	2.168412461	19	43.74295378	493	1.93556654	6077	2036	73	217.95	46.875	5.3	139	13.5
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	808	473	61.55590839	202	36	285	214	33	160	229	2.222853072	27	1.11268668	699	31.6588785	996	3.225192592	5770	335	2865	181.47	21	0	237	9.3
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	706	582	13.65775755	3907	11	80	3231	9	55	3724	-0.127594798	3575	-0.86001211	5409	42.8	523	5.580682826	5244	588	1440	45.29	2	0	153	4.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1088	663	70.576779	98	38	415	131	34	230	191	1.73206597	139	1.955910937	49	42.75862069	526	10.39021526	4243	927	566	238.99	26	5.26	95	12.1
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	794	524	3.155417122	6334	4	30	5649	3	15	6023	-1.226009831	6026	-1.327040789	6071	11.47540984	4493.5	7.483485408	4847	207	4048	24.27	0	17.72	111	5.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	687	394	5.994891488	5671	7	50	4393	4	15	5883	-0.592799997	4825	-1.362228575	6110	8.413793103	5261	15.59899053	3323	119	5190	35.31	7	18.57	130	4.4
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	972	625	5.403173157	5837	7	65	4582	5	30	5206	-0.860668425	5427	-1.222972521	5961	16.20915033	3160	3.470983711	5710	139	4911	51.75	0	0	123	3.4
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	885	643	43.8402381	730	27	235	781	25	160	779	0.999058431	819	1.244368135	512	35.8974359	752	1.844746284	6098	853	694	156.74	20	0	96	10.3
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1182	775	64.10949562	167	36	430	181	32	250	274	1.776253433	114	1.436435582	309	57.0083682	211	2.392196576	5967	943	545	188.64	17.5	5.16	136	11.3
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	877	522	47.54510598	590	27	240	735	25	130	751	1.804986109	106	1.052778129	798	39.28182807	630	9.091248497	4511	409	2326	169.6	16	0	137	9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	986	777	7.647683231	5259	6	60	4869	7	50	4680	-1.117933021	5867	-0.656084252	4961	38.09024134	668	6.927283266	4977	354	2712	32.25	5	9.38	76	6.5
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	947	664	42.09491875	802	26	250	833	24	160	907	1.296510794	439	1.023903938	856	51.63472379	306	1.663374934	6139	470	1954	164.8	14	0	169	9.1
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	928	653	7.824231689	5224	4	40	5458	6	40	5041	-0.642746912	4952	-1.283247104	6031	26.99300699	1365	10.7665029	4180	825	744	40.69	2	11.76	261	4.1
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	749	425	42.50246438	790	25	185	954	28	120	538	1.085124341	688	0.612030041	1717	41.64420485	558	12.15584879	3916	762	874	169.24	15	6.25	218	6.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	238	147	44.99518517	678	25	60	934	27	40	622	0.580446541	1682	1.674372436	142	89.6353167	16	9.056379358	4519	301	3145	213.14	12	5.08	197	10.8
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	808	527	81.28451671	26	46	370	27	39	205	70	2.542709891	6	2.001606135	33	47.31012658	404	7.593510238	4825	763	871	230.09	28	0	88	10.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1192	875	37.50092124	1073	27	320	756	22	190	1115	0.654636543	1509	0.916118077	1055	37.39583333	692	2.391412066	5968	650	1201	154.05	24	5.14	232	7.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	2042	1766	19.36075162	2855	13	255	2987	10	170	3651	0.295647889	2411	0.590172387	1780	62.12871287	159	9.46659025	4427	453	2059	144.38	1	7.58	151	8.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	630	376	87.7470151	2	52	330	5	57	215	4	2.80613391	2	2.075329637	25	50.54432348	325	3.707782558	5655	1359	220	227.84	36	0	171	11.3
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	538	336	60.30142111	229	38	200	142	33	115	238	0.950202167	917	1.537595796	235	44.75043029	467	13.59623511	3664	366	2616	208.77	19	0	237	7.7
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	821	549	49.72309829	506	33	270	324	26	140	683	0.963855126	889	1.105312284	710	62.58148631	154	3.166866444	5793	1173	315	164.04	18	0	124	9.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	688	530	44.32920158	707	28	195	657	24	125	864	0.689581031	1431	1.616489265	188	54.57809695	250	0.936812826	6305	468	1967	155.23	21	0	157	11.3
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1111	748	37.98172417	1033	28	310	683	22	165	1169	0.813254778	1152	0.792197282	1301	47.44842562	402	3.576216458	5687	547	1616	161.19	25	0	207	8.1
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1112	694	2.814134134	6387	3	30	6060	2	15	6308	-1.476426143	6272	-1.989377078	6460	6.320754717	5652	13.07835881	3747	307	3088	21.66	1	22.61	135	3.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	640	501	13.12652027	4022	7	45	4424	10	50	3641	-0.653262167	4974	-0.404312846	4294	38.6962552	647	39.32584173	1032	81	5690	110.85	3	6.16	138	5.1
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1441	1108	2.985560274	6366	4	50	5753	3	30	6249	-1.403479495	6224	-1.187035682	5922	10.5513308	4739	10.77984153	4179	186	4321	23.2	0.625	7.97	132	3.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	609	414	49.47510307	515	29	175	596	26	110	642	0.716371371	1362	1.770975154	101	42.67185473	527	5.429241998	5282	957	522	153.51	26	0	121	12.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1442	967	4.191673337	6132	3	50	5844	4	40	5780	-1.226261362	6028	-1.292758594	6037	8.961303462	5139	21.52349151	2482	106	5364	38.32	3	20.95	137	4.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1319	823	44.7484683	685	27	355	767	28	230	491	0.515823985	1830	1.307531224	445	44.79591837	464	12.165199	3915	557	1577	191.9	24	0	149	8.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	759	497	26.36275626	1945	19	140	1777	14	70	2396	0.588600824	1667	0.514536613	1967	30.35509737	1088	3.511056498	5699	1001	475	167.19	7.8125	7.14	118	7.7
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	985	643	4.810839372	5981	5	45	5327	3	25	6035	-0.307596338	4065	-1.707974434	6362	10.58434399	4730.5	9.879049843	4343	207	4054	30.11	1	18.99	128	3.4
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	927	581	80.92997303	29	43	405	45	41	245	50	1.998446512	60	2.021268043	30	46.92387904	414	6.75708376	5016	1311	243	242.01	23	5.24	153	12.7
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	800	600	72.25478757	73	41	330	78	49	295	17	1.366835747	358	1.231986818	531	60.51612903	174	10.14527941	4291	998	476	146.43	55	0	161	8.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	640	369	5.388743216	5841	3	20	5990	5	20	5409	-0.380010725	4259	-1.087193866	5792	10.34482759	4793.5	13.41777342	3694	256	3535	50.97	7	25	169	4.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	684	386	35.52826225	1187	24	165	1084	22	85	1172	0.920775718	961	0.79155142	1304	45.51724138	448	7.913271629	4753	349	2750	170.07	6	0	255	6.4
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	933	544	38.24878951	1013	22	210	1255	21	115	1293	1.362924334	362	0.806105236	1275	43.37899543	509	9.770086377	4367	766	862	157.57	12.5	0	114	7.4
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	818	486	72.01153922	76	38	315	124	43	210	43	2.054083837	50	1.298218545	456	68.93854749	87	5.382141854	5292	580	1484	179.03	16	0	137	8.4
